1000000688282761088,0.0548263,-0.323217,0.298578,0.323868,1.96722,8.96324,
1000000688285263488,0.0351022,-0.294782,0.304133,0.334641,1.9313,8.96445,
1000000688287735424,0.0131882,-0.265656,0.307959,0.428009,1.95525,8.96205,
1000000688292648832,-0.0274521,-0.206819,0.315391,0.540543,1.86069,8.93213,
1000000688295120768,-0.0473753,-0.174405,0.315419,0.578842,1.8535,8.94769,
1000000688297592576,-0.0680787,-0.146075,0.312828,0.667435,1.79364,8.92973,
1000000688300064512,-0.0846876,-0.121715,0.311905,0.70694,1.78047,8.95128,
1000000688302536448,-0.100954,-0.0994905,0.310094,0.740448,1.7278,8.95726,
1000000688305008384,-0.122871,-0.0792576,0.305654,0.776367,1.70625,8.9429,
1000000688307449856,-0.141752,-0.0614266,0.299153,0.783554,1.68112,9.00874,
1000000688309921792,-0.158479,-0.043178,0.292905,0.826645,1.62366,9.10211,
1000000688312393728,-0.175985,-0.0246109,0.285153,0.823059,1.63084,9.12964,
1000000688314865536,-0.191824,-0.00528557,0.274359,0.820663,1.63562,9.21942,
1000000688317337472,-0.206231,0.0150978,0.262564,0.831436,1.60809,9.314,
1000000688319778944,-0.219981,0.0339828,0.250929,0.819458,1.59134,9.39659,
1000000688322250880,-0.23322,0.0526929,0.23921,0.860168,1.565,9.47441,
1000000688324722816,-0.244796,0.0700555,0.230515,0.80629,1.53029,9.61208,
1000000688327194752,-0.253027,0.0854315,0.224728,0.766785,1.49437,9.69946,
1000000688329666560,-0.259459,0.0967777,0.218751,0.659058,1.46445,9.77847,
1000000688332108032,-0.263996,0.103427,0.214214,0.593216,1.46205,9.90178,
1000000688334579968,-0.265987,0.105728,0.212232,0.513,1.44649,10.037,
1000000688337051904,-0.264629,0.102704,0.21117,0.396881,1.39621,10.1352,
1000000688339523840,-0.259614,0.0937477,0.211913,0.340622,1.37704,10.2645,
1000000688341995776,-0.250028,0.0793727,0.213452,0.260422,1.40219,10.3351,
1000000688346848000,-0.224948,0.0479606,0.221504,0.224503,1.36867,10.4668,
1000000688349319936,-0.208345,0.0271242,0.224216,0.243652,1.395,10.5386,
1000000688351822336,-0.190714,0.00762412,0.231665,0.305908,1.41177,10.5973,
1000000688354294272,-0.172457,-0.00760886,0.238087,0.265213,1.44051,10.6045,
1000000688356766208,-0.153892,-0.020242,0.242496,0.29393,1.47043,10.5781,
1000000688359238144,-0.133967,-0.0307497,0.249034,0.289154,1.42494,10.6188,
1000000688361710080,-0.113872,-0.0391256,0.257094,0.269989,1.39621,10.6212,
1000000688364182016,-0.0957905,-0.0466335,0.265063,0.283157,1.38184,10.5913,
1000000688366623360,-0.0752366,-0.0540421,0.271259,0.287949,1.33635,10.6057,
1000000688369095296,-0.0517991,-0.0566597,0.27719,0.286758,1.34833,10.6152,
1000000688371567232,-0.0319924,-0.0586158,0.283584,0.357376,1.32916,10.5231,
1000000688374039168,-0.0142132,-0.0610695,0.289408,0.43399,1.29805,10.5745,
1000000688376480640,0.00679469,-0.0597124,0.292876,0.412445,1.27888,10.5183,
1000000688378952448,0.0296256,-0.0577278,0.291982,0.473495,1.28249,10.5039,
1000000688381424384,0.0483641,-0.0554465,0.28939,0.523773,1.27411,10.4309,
1000000688383896320,0.0669014,-0.0509998,0.287248,0.535751,1.30283,10.4022,
1000000688386337792,0.0869996,-0.0463189,0.283314,0.593216,1.32797,10.3052,
1000000688388809728,0.104215,-0.0408485,0.278588,0.605179,1.32677,10.2753,
1000000688391281664,0.118525,-0.032644,0.271913,0.644684,1.30283,10.1663,
1000000688393753472,0.13056,-0.0236594,0.265808,0.662643,1.34952,10.0861,
1000000688396225408,0.140067,-0.0126301,0.261514,0.680603,1.40219,10.073,
1000000688398666880,0.147314,-0.00114497,0.256074,0.651871,1.39381,10.061,
1000000688401138816,0.153094,0.0101102,0.247869,0.681793,1.42853,9.98438,
1000000688403610752,0.156609,0.0212244,0.240098,0.69017,1.41776,9.94368,
1000000688406082688,0.159949,0.0312751,0.2325,0.702148,1.44649,9.86945,
1000000688408554496,0.163609,0.0396531,0.225797,0.714111,1.46922,9.83473,
1000000688411026432,0.164993,0.0465446,0.221039,0.69017,1.51233,9.85509,
1000000688413467904,0.1656,0.0516817,0.215592,0.673416,1.51112,9.76051,
1000000688415939840,0.167281,0.0565899,0.209162,0.644684,1.50633,9.69827,
1000000688418381184,0.167576,0.0570334,0.203427,0.665039,1.55063,9.64439,
1000000688420853120,0.168934,0.0544443,0.201126,0.69017,1.58295,9.66116,
1000000688423325056,0.171538,0.0535278,0.198669,0.620743,1.58415,9.56538,
1000000688425766528,0.167604,0.0535278,0.195043,0.602783,1.5614,9.48758,
1000000688428238336,0.163319,0.0529212,0.193058,0.60878,1.56261,9.46843,
1000000688430710272,0.161653,0.0512465,0.19199,0.626724,1.62845,9.46603,
1000000688433182208,0.156499,0.0503235,0.189717,0.648285,1.58894,9.4373,
1000000688435654144,0.149037,0.0503235,0.186519,0.626724,1.6069,9.34871,
1000000688438126080,0.140303,0.0491039,0.184521,0.644684,1.67873,9.36787,
1000000688440567552,0.130182,0.0475959,0.181043,0.62793,1.66316,9.37265,
1000000688443039360,0.122556,0.0453146,0.177537,0.642288,1.67393,9.39301,
1000000688445511296,0.112993,0.0451432,0.174203,0.662643,1.68352,9.36667,
1000000688447983232,0.100115,0.0466805,0.168687,0.659058,1.70146,9.3535,
1000000688450424704,0.0898454,0.0489455,0.164757,0.666229,1.74815,9.32237,
1000000688452896640,0.0807158,0.0521432,0.162023,0.650665,1.73978,9.36308,
1000000688455368576,0.0717333,0.0559455,0.15762,0.633911,1.73857,9.39899,
1000000688457840384,0.0607925,0.0583916,0.155319,0.662643,1.7254,9.39899,
1000000688460312320,0.050432,0.0630819,0.154713,0.602783,1.77209,9.44926,
1000000688462784256,0.04062,0.0705898,0.152409,0.593216,1.74576,9.42892,
1000000688465225728,0.0312517,0.0731544,0.15044,0.59201,1.74457,9.44209,
1000000688467697664,0.0239418,0.072095,0.148774,0.554901,1.75893,9.50314,
1000000688470169600,0.0181549,0.0710334,0.144833,0.565674,1.75174,9.5211,
1000000688472641408,0.0134362,0.0705719,0.141926,0.586029,1.7278,9.56538,
1000000688475113344,0.00547257,0.0693436,0.140236,0.559692,1.74217,9.57018,
1000000688477554816,-0.000873707,0.0648048,0.13691,0.54892,1.69189,9.58334,
1000000688480026752,-0.00770022,0.0596246,0.132047,0.505829,1.75055,9.63841,
1000000688482498688,-0.013054,0.0547608,0.127934,0.52977,1.75414,9.63123,
1000000688484970624,-0.0164249,0.0481693,0.1241,0.553711,1.75534,9.69588,
1000000688487411968,-0.0188408,0.0413673,0.11926,0.544128,1.78047,9.73299,
1000000688489883904,-0.02172,0.0355805,0.113934,0.545334,1.78526,9.71503,
1000000688492355840,-0.0247727,0.0296486,0.107405,0.533356,1.81519,9.7653,
1000000688494827776,-0.0275295,0.0244381,0.101116,0.535751,1.80681,9.8084,
1000000688497269120,-0.0288849,0.0208177,0.0952243,0.558502,1.82477,9.84671,
1000000688499741056,-0.0307046,0.0182265,0.0882308,0.510605,1.82835,9.82875,
1000000688502212992,-0.0314826,0.0148858,0.083187,0.481888,1.8511,9.82037,
1000000688504684928,-0.0322256,0.0124397,0.0787781,0.456741,1.82596,9.78206,
